head,relation,tail,label
evt_mealy_porpoise_description,AVVIENE_IN,loc_main_mast,0
evt_stiggs_death,AVVIENE_DOPO,evt_queequeg_tosses_greenhorn,0
char_monster,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_stubb_dream,0
evt_ahab_dinner,PARTECIPA_COME_OGGETTO_BERSAGLIO,char_flask,0
char_sulphur_bottom_whale,PARTECIPA_COME_SOGGETTO,evt_borrow_wheelbarrow,0
evt_narrator_examines_room,AVVIENE_DOPO,evt_inquiry,0
char_narrator,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_narrator_retires,0
evt_ishmael_sleeps,AVVIENE_IN,loc_queequeg_room,1
evt_queequeg_seeks_passage,COME,ALLEANZA_PATTO,0
char_father_mapple,PARTECIPA_COME_SOGGETTO,evt_swearing_in,0
evt_narrator_requests_no_smoking,AVVIENE_DOPO,evt_supper,0
evt_bildad_meeting,AVVIENE_IN,loc_ahab_cabin,0
char_white_whale,COME,OPPONENTE_ANTAGONISTA,1
char_chambermaid,PARTECIPA_COME_DESTINATARIO,evt_japan,0
evt_typhoon,COME,RIVELAZIONE_SCOPERTA,0
evt_jonah_swallowed,AVVIENE_DOPO,evt_creation,1
char_jonah,PARTECIPA_COME_AMICO,evt_disobedience,0
evt_father_mapple_removes_clothes,AVVIENE_DOPO,evt_ramadan_ends,0
evt_daggoo_spanish_fight,AVVIENE_DOPO,evt_storm,0
char_manxman,PARTECIPA_COME_OPPONENTE_RIVALE,evt_ahab_encounter,0
evt_grog_ceremony,COME,SPOSTAMENTO_VIAGGIO,0
char_ishmael,PARTECIPA_COME_CONIUGE_FAMILIARE,evt_decision_sailor,0
evt_queequeg_shaving,COME,ALLEANZA_PATTO,0
char_god,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_deliverance,1
evt_ahab_dinner,AVVIENE_DOPO,evt_dinner_announcement,1
char_fin_back_whale,COME,DESTINATARIO_BENEFICIARIO,0
loc_cabin,COME,CAMPO_DI_BATTAGLIA,0
evt_father_mapple_approaches_pulpit,AVVIENE_DOPO,evt_queequeg_secures_boom,0
char_flask,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_stubb_dream,1
evt_ishmael_observes,PARTECIPA_COME_SOGGETTO,char_ishmael,1
evt_narrator_questions_landlord,COME,PREDICAMENTO,0
char_cook,PARTECIPA_COME_SOGGETTO,evt_madness_onset,0
evt_queequeg_tells_story,PARTECIPA_COME_DESTINATARIO,char_ishmael,1
evt_jonah_swallowed,PARTECIPA_COME_SOGGETTO,char_ishmael,0
evt_jonah_swallowed,AVVIENE_DOPO,evt_harpooneer_arrives,0
evt_whale_crew_death,AVVIENE_IN,loc_broad_sea,0
char_whalers,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_childhood,0
evt_narrator_arrives,AVVIENE_IN,loc_atlantic,0
evt_narrator_asks_about_return,COME,RIVELAZIONE_SCOPERTA,1
char_charley_coffin,PROVIENE_DA,loc_after_part,0
evt_leviathan_punished,COME,SACRIFICIO,0
char_pip,PARTECIPA_COME_SOGGETTO,evt_oath_taking,0
char_harpooneer,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_whale_questions,0
evt_papers_challenge,PARTECIPA_COME_SOGGETTO,evt_australia_discovery,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_lay_negotiation,1
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_queequeg_invites_narrator,1
evt_peleg_bildad_debate,COME,CAMBIAMENTO_DI_STATO,0
ship_globe,PARTECIPA_COME_OPPONENTE_RIVALE,evt_door_burst,0
evt_threat,AVVIENE_DOPO,evt_crew_assembly,0
loc_entry,COME,AL_CHIUSO,1
char_michael_hart,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_jonah_confession,0
char_willis_ellery,PARTECIPA_COME_OPPONENTE_RIVALE,evt_elijah_encounter,0
evt_bildad_meeting,PARTECIPA_COME_SOGGETTO,char_ishmael,1
char_queequeg,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_greenhorn_mimics,0
evt_narrator_reveals_whaling_plan,COME,ALLEANZA_PATTO,0
evt_harpooneer_undresses,COME,ESPOSIZIONE,1
evt_oath_taking,COME,ESPOSIZIONE,0
evt_greenhorn_restored,AVVIENE_DOPO,evt_retaking,0
char_ahab,PARTECIPA_COME_OPPONENTE_RIVALE,evt_madness_onset,0
evt_ship_visit,AVVIENE_DOPO,evt_journey_to_inn,0
char_ishmael,PARTECIPA_COME_DESTINATARIO,evt_idol_worship,0
evt_queequeg_agrees_to_accompany,COME,PREPARAZIONE,0
evt_ahab_revelation,COME,RIVELAZIONE_SCOPERTA,1
evt_narrator_arrival,COME,PREDICAMENTO,0
evt_speaker_despairs,AVVIENE_DOPO,evt_dusting_grammars,0
char_ishmael,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_interview,0
char_essex_crew,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_crew_assembly,0
char_michael_hart,PARTECIPA_COME_SOGGETTO,evt_door_burst,0
evt_departure,COME,SPOSTAMENTO_VIAGGIO,1
char_ahab,PARTECIPA_COME_SOGGETTO,evt_pipe_smoking,1
loc_new_bedford,COME,IL_CASTELLO,0
evt_voyage,COME,PREPARAZIONE,0
evt_supper,AVVIENE_IN,loc_try_pots,1
evt_jonah_prayer,COME,PREPARAZIONE,0
evt_right_whale_description,AVVIENE_DOPO,evt_sperm_whale_description,1
evt_ahab_revelation,COME,TRADIMENTO_ROTTURA,0
evt_crew_assembly,AVVIENE_DOPO,evt_peleg_kick,0
evt_queequeg_tosses_greenhorn,AVVIENE_IN,loc_battery,0
evt_queequeg_plans_return,AVVIENE_DOPO,evt_narrator_asks_about_return,1
char_narrator,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_captain_relents,0
char_queequeg,PARTECIPA_COME_DESTINATARIO,evt_queequeg_tosses_greenhorn,0
ship_titbit,COME,LA_STRADA,0
char_subsub,PARTECIPA_COME_SOGGETTO,evt_jonah_mission,0
evt_return_ashore,AVVIENE_DOPO,evt_bulkington_departure,0
evt_ahab_persuasion,AVVIENE_IN,loc_cabin,0
evt_jonah_cast_overboard,AVVIENE_IN,loc_sea,1
char_narwhale,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_tosses_greenhorn,0
char_young_stiggs,PROVIENE_DA,loc_nantucket,0
evt_bildad_meeting,AVVIENE_IN,loc_cabin,1
evt_congregation_condenses,AVVIENE_DOPO,evt_queequeg_tells_story,0
char_queequeg_uncle,PARTECIPA_COME_SOGGETTO,evt_exploration,0
char_ishmael,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_chambermaid_called,0
char_crew,PARTECIPA_COME_SOGGETTO,evt_swearing_in,1
char_ishmael,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_discovery_spouter_inn,0
evt_voyage_warming,AVVIENE_IN,loc_ocean,0
char_god,PARTECIPA_COME_SOGGETTO,evt_father_mapple_reads_hymn,0
evt_interrogation,AVVIENE_DOPO,evt_encounter_peleg,1
char_narrator,PARTECIPA_COME_DESTINATARIO,evt_consultation,0
evt_narrator_reflects,COME,SCONFITTA,0
evt_captains_emerge,AVVIENE_DOPO,evt_madness_onset,0
evt_landlord_reassures,AVVIENE_DOPO,evt_contemplation_water,0
evt_dusting_grammars,AVVIENE_DOPO,evt_alarm,0
evt_hymn,PARTECIPA_COME_DONATORE,char_queequeg,0
char_preacher,PARTECIPA_COME_DESTINATARIO,evt_preaching,0
evt_ahab_soliloquy,AVVIENE_DOPO,evt_ishmael_queequeg_departure,0
char_subsub,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_recovery_appearance,0
char_harpooneer,PARTECIPA_COME_SOGGETTO,evt_canoe_ambush,0
obj_whale_extracts,COME,FALSO_EROE,0
evt_stroll_through_streets,PARTECIPA_COME_SOGGETTO,evt_whale_voyage,0
char_queequeg,COME,DONATORE_FORNITORE,0
char_sperm_whale,PARTECIPA_COME_SOGGETTO,evt_departure,0
evt_father_mapple_drags_ladder,AVVIENE_DOPO,evt_narrator_reveals_whaling_plan,0
char_owen_chace,PARTECIPA_COME_SOGGETTO,evt_queequeg_tosses_greenhorn,0
evt_ahab_appears,AVVIENE_IN,loc_spouter_inn,0
evt_leg_loss,COME,ESPOSIZIONE,0
obj_ivory_leg,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_address,0
evt_flask_hornpipe,AVVIENE_IN,loc_gay_head,0
evt_sperm_whale_description,AVVIENE_IN,loc_new_bedford,0
evt_cape_horn,AVVIENE_DOPO,evt_queequeg_still_sitting,0
evt_dispersal,COME,ESPOSIZIONE,0
evt_arrival_new_bedford,COME,ESPOSIZIONE,0
evt_whale_crew_death,PARTECIPA_COME_SOGGETTO,char_sperm_whale,0
evt_queequeg_childhood,COME,ESPOSIZIONE,1
char_leviathan,PROVIENE_DA,loc_spouter_inn,0
evt_book_explanation,AVVIENE_DOPO,evt_dough_boy_torment,0
evt_essex_destroyed,AVVIENE_DOPO,evt_address,0
char_herman_melville,PARTECIPA_COME_SOGGETTO,evt_etext_preparation,0
char_whale,PARTECIPA_COME_OPPONENTE_RIVALE,evt_assault,1
evt_narrator_sleeps,AVVIENE_DOPO,evt_standing_masthead,0
char_thrasher,PARTECIPA_COME_OPPONENTE_RIVALE,evt_oath_taking,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_ishmael_argues,1
evt_visit_chapel,AVVIENE_IN,loc_whalemans_chapel,1
char_ahab_child,PARTECIPA_COME_DONATORE,evt_peleg_warning,0
evt_chambermaid_called,COME,SACRIFICIO,0
evt_bildad_sermon,AVVIENE_DOPO,evt_signing,1
evt_door_locked,AVVIENE_IN,loc_mainmast,0
evt_whale_questions,AVVIENE_IN,loc_deck,1
char_nathan_swain,PARTECIPA_COME_SOGGETTO,evt_elijah_encounter,0
evt_queequeg_still_sitting,AVVIENE_DOPO,evt_ishmael_covers_queequeg,1
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_queequeg_agrees_to_accompany,1
evt_battle_whales,COME,SCONFITTA,0
char_landlord,PARTECIPA_COME_SOGGETTO,evt_narrator_deliberates,0
char_willis_ellery,PARTECIPA_COME_SOGGETTO,evt_queequeg_still_sitting,0
evt_ahab_shout,COME,VITTORIA,0
char_ship_captain,COME,SOGGETTO_EROE,0
char_jonah,PARTECIPA_COME_SOGGETTO,evt_sailing_pequod,0
evt_father_mapple_rises,AVVIENE_IN,loc_masthead,0
evt_queequeg_tosses_greenhorn,AVVIENE_DOPO,evt_planning,0
char_congregation,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_narrator_arrival,0
evt_harpoon_found,AVVIENE_IN,loc_queequeg_room,1
char_starbuck,PARTECIPA_COME_SOGGETTO,evt_grampus_description,0
evt_ahab_encounter,COME,SPOSTAMENTO_VIAGGIO,0
evt_potential_fall,AVVIENE_DOPO,evt_stiggs_death,0
char_peter_coffin,PARTECIPA_COME_SOGGETTO,evt_narrator_questions,0
evt_narrator_sleeping_plan,AVVIENE_IN,loc_queequeg_room,0
char_leviathan,PARTECIPA_COME_SOGGETTO,evt_waking,0
char_queequeg,PARTECIPA_COME_DESTINATARIO,evt_crew_singing,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_supper,1
evt_inquiry,PARTECIPA_COME_SOGGETTO,evt_dyspepsia_discussion,0
evt_ishmael_observes,AVVIENE_IN,loc_quarter_deck,0
char_tashtego,PARTECIPA_COME_SOGGETTO,evt_crew_singing,1
char_tashtego_senior,PARTECIPA_COME_SOGGETTO,evt_congregation_condenses,0
char_father_mapple,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_father_mapple_removes_clothes,0
char_harpooneers,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_pursuit,0
char_stubb,COME,OPPONENTE_ANTAGONISTA,0
char_michael,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_narrator_ponders,0
char_commentator,PARTECIPA_COME_SOGGETTO,evt_address,1
loc_boarding_house,COME,CAMPO_DI_BATTAGLIA,0
char_pip,PARTECIPA_COME_SOGGETTO,evt_voyage,1
char_egyptians,PARTECIPA_COME_SOGGETTO,evt_voyage,0
char_queequeg,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_narrator_calls_landlord,0
evt_ramadan,COME,VITTORIA,0
evt_childhood_memory,COME,CAMBIAMENTO_DI_STATO,0
evt_queequeg_visits_nantucket,COME,CAMBIAMENTO_DI_STATO,0
evt_smoking_in_bed,AVVIENE_IN,loc_southern_seas,0
char_ishmael,PROVIENE_DA,loc_nantucket,1
evt_missed_packet,AVVIENE_DOPO,evt_supper,0
evt_whale_vomits,AVVIENE_DOPO,evt_night_watches,0
evt_preparations,AVVIENE_DOPO,,0
evt_ahab_soliloquy,COME,CAMBIAMENTO_DI_STATO,0
evt_queequeg_secures_boom,AVVIENE_DOPO,evt_night_watches,0
evt_preaching,AVVIENE_IN,loc_chapel,1
char_washington,PARTECIPA_COME_SOGGETTO,evt_queequeg_embraces_narrator,0
char_bildad,COME,OPPONENTE_ANTAGONISTA,0
evt_mates_dinner,PARTECIPA_COME_SPETTATORE_NEUTRALE,char_flask,0
evt_queequeg_threatens,COME,VITTORIA,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_hunt,0
loc_ship,COME,AL_CHIUSO,1
evt_interview,AVVIENE_IN,loc_deck,0
evt_right_whale_description,AVVIENE_DOPO,evt_father_mapple_enters,0
evt_signing,COME,SACRIFICIO,0
char_starbuck_wife,PARTECIPA_COME_AMANTE_AMATO,evt_harpooneer_undresses,0
evt_ahab_revelation,AVVIENE_DOPO,evt_signing,0
loc_tropics,COME,SPAZIO_STRATEGICO,0
evt_queequeg_childhood,COME,PREPARAZIONE,0
evt_mother_death,COME,VITTORIA,0
evt_loss_of_identity,AVVIENE_IN,loc_inn_room,0
evt_queequeg_shaving,AVVIENE_IN,loc_bedroom,1
evt_sail_acushnet_river,COME,SPOSTAMENTO_VIAGGIO,1
evt_peleg_warning,AVVIENE_DOPO,evt_hump_back_description,0
evt_mutiny,COME,RITORNO,0
loc_public_room,COME,IL_CASTELLO,0
evt_father_mapple_reads_hymn,AVVIENE_IN,loc_inn,0
evt_homeward_voyage,COME,ESPOSIZIONE,0
char_daggoo,COME,AIUTANTE_MAGICO,1
evt_narrator_reflection,COME,RIVELAZIONE_SCOPERTA,1
char_narrator,PARTECIPA_COME_SOGGETTO,evt_narrator_examines_room,1
evt_thrasher_description,COME,ALLEANZA_PATTO,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_fin_back_description,0
char_herman_melville,PARTECIPA_COME_DONATORE,evt_etext_preparation,1
evt_book_explanation,AVVIENE_IN,loc_after_part,0
evt_captain_interrogation,AVVIENE_DOPO,evt_landlord_planing_bench,0
evt_morning_walk,COME,ESPOSIZIONE,0
evt_leicester_presentation,AVVIENE_IN,loc_tarshish,0
evt_stroll_through_streets,AVVIENE_IN,loc_streets_new_bedford,1
evt_moby_dick_revelation,PARTECIPA_COME_DESTINATARIO,char_starbuck,0
char_starbuck,PROVIENE_DA,loc_new_bedford,0
char_ishmael,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_death_brother,0
evt_captain_relents,AVVIENE_IN,loc_hell,0
evt_stroll_through_streets,PARTECIPA_COME_OPPONENTE_RIVALE,char_sperm_whale,0
evt_supper,COME,VITTORIA,0
loc_inn_room,COME,RIFUGIO,0
evt_grampus_description,AVVIENE_DOPO,evt_southern_voyage,0
ship_globe,PROVIENE_DA,loc_cabin,0
loc_polynesia,COME,ALL_APERTO,0
evt_killer_attacks_folio,AVVIENE_DOPO,evt_polynesia,0
evt_liberation,COME,PREPARAZIONE,0
evt_waking,COME,ESPOSIZIONE,1
evt_ahab_cape_horn,AVVIENE_IN,loc_pacific,0
evt_strike_tent,AVVIENE_DOPO,evt_waking_in_bed,0
evt_speaker_calls_god,COME,ESPOSIZIONE,0
loc_bar_room,COME,IL_CASTELLO,0
evt_supper,AVVIENE_IN,loc_cabin,0
char_other,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_address,0
char_daniel_lazarus,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_etext_preparation,0
evt_elijah_encounter,AVVIENE_IN,loc_column_vendome,0
evt_narrator_reflects,AVVIENE_DOPO,evt_chests_aboard,0
char_daniel_lazarus,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_whaling_business,0
evt_killer_attacks_folio,AVVIENE_IN,loc_deep,1
evt_battle_whales,COME,SPOSTAMENTO_VIAGGIO,0
evt_waking_in_bed,AVVIENE_IN,loc_tisbury,0
evt_captain_hardy_killed,COME,PREDICAMENTO,0
loc_southern_seas,COME,SPAZIO_STRATEGICO,0
evt_greenhorn_swept_overboard,AVVIENE_IN,loc_acushnet_river,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_queequeg_threatens,1
char_queequeg_sister,PARTECIPA_COME_SOGGETTO,evt_whale_swallows,0
evt_whale_vomits,AVVIENE_DOPO,evt_landlord_offer,0
char_samuel_gleig,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_whaling_business,0
evt_dissembling,COME,RIVELAZIONE_SCOPERTA,1
evt_ahab_encounter,AVVIENE_DOPO,evt_whale_swallows,0
char_essex_crew,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_essex_destroyed,1
evt_cetology_discourse,AVVIENE_DOPO,evt_father_mapple_removes_clothes,0
char_merchant_captain,COME,FALSO_EROE,0
evt_chambermaid_called,AVVIENE_IN,loc_stairs,1
char_starbuck_father,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_philosophical_meditation,0
evt_deliverance,AVVIENE_DOPO,evt_inquiry,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_narrator_sleeps,0
evt_oath_ceremony,AVVIENE_IN,ship_devildam,0
loc_windsor_castle,COME,AL_CHIUSO,1
evt_whale_encounters,COME,RIVELAZIONE_SCOPERTA,0
evt_morning_walk,AVVIENE_IN,loc_pantry,0
evt_search_lodging,AVVIENE_DOPO,evt_ishmael_argues,0
loc_boarding_house,COME,IL_SALOTTO,0
evt_signing,COME,VITTORIA,0
char_captain_sag_harbor,PARTECIPA_COME_SOGGETTO,evt_father_mapple_kneels,0
evt_bulkington_helm,PARTECIPA_COME_SOGGETTO,char_ishmael,0
evt_leap,COME,PREDICAMENTO,0
obj_pipe,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_pipe_smoking,1
char_grampus,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_found,0
loc_ahab_cabin,COME,RIFUGIO,0
evt_friendship_declaration,AVVIENE_IN,loc_after_hold,0
char_nathan_swain,PARTECIPA_COME_SOGGETTO,evt_return_ashore,0
evt_social_smoke,AVVIENE_DOPO,evt_mother_death,0
evt_landlord_planing_bench,AVVIENE_DOPO,evt_queequeg_plans_return,0
char_landlord,PARTECIPA_COME_SOGGETTO,evt_razor_back_description,0
char_whalemen,PROVIENE_DA,loc_nantucket,0
char_earl_leicester,COME,OPPONENTE_ANTAGONISTA,0
evt_ahab_confession,AVVIENE_IN,loc_boarding_house,0
evt_ahab_stubb_confrontation,COME,ESPOSIZIONE,0
evt_gold_offering,AVVIENE_DOPO,evt_queequeg_disillusionment,0
evt_queequeg_feels_narrator,AVVIENE_DOPO,evt_narrator_sings_out,1
evt_narrator_retires,AVVIENE_DOPO,evt_visit_chapel,0
char_queequeg,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_captain_interrogation,0
evt_flight,AVVIENE_IN,loc_cabin,0
char_sulphur_bottom_whale,PARTECIPA_COME_SOGGETTO,evt_queequeg_examines_tomahawk,0
loc_coast_of_japan,COME,SPAZIO_AFFETTIVO,0
evt_book_explanation,AVVIENE_DOPO,evt_pipe_discarded,0
char_tashtego,COME,DESTINATARIO_BENEFICIARIO,0
evt_queequeg_springs_into_bed,COME,ESPOSIZIONE,0
evt_greenhorn_mimics,COME,TRADIMENTO_ROTTURA,0
evt_crew_assembly,COME,SACRIFICIO,0
evt_harpooneers_dinner,PARTECIPA_COME_SOGGETTO,char_ahab,0
char_jonah,PARTECIPA_COME_SOGGETTO,evt_research,0
evt_queequeg_rises,COME,ALLEANZA_PATTO,0
evt_moby_dick_revelation,AVVIENE_DOPO,evt_leaving_ship,0
char_roman_general,PARTECIPA_COME_DESTINANTE,evt_jonah_obedience,0
obj_whale,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_raving,0
evt_jonah_cast_overboard,AVVIENE_DOPO,evt_ahab_dinner,0
char_jonah,PARTECIPA_COME_SOGGETTO,evt_jonah_mission,1
evt_elijah_following,PARTECIPA_COME_DESTINATARIO,char_queequeg,0
evt_harpooneers_dinner,COME,ALLEANZA_PATTO,0
char_mates,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_raving,1
obj_ivory_stool,PARTECIPA_COME_SOGGETTO,evt_southern_voyage,0
evt_narrator_arrival,AVVIENE_IN,loc_australia,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_queequeg_dressing,1
char_landlord,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_landlord_explains,0
char_subsub,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_visits_sag_harbor,0
char_leviathan,COME,AIUTANTE_MAGICO,0
char_pip,PARTECIPA_COME_SOGGETTO,evt_whale_attack,0
loc_harbor,COME,ALL_APERTO,1
evt_homeward_voyage,AVVIENE_IN,loc_forward,0
ship_devildam,COME,CAMPO_DI_BATTAGLIA,0
char_daggoo,PARTECIPA_COME_AMICO,char_flask,0
evt_narrator_ponders,AVVIENE_DOPO,evt_narrator_runs_to_landlord,0
obj_ship_articles,PARTECIPA_COME_OPPONENTE_RIVALE,evt_childhood_memory,0
char_whale,PARTECIPA_COME_SOGGETTO,evt_narrator_deliberates,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_narrator_reveals_whaling_plan,0
evt_ahab_leg_loss,AVVIENE_IN,loc_whalemans_chapel,0
loc_africa,COME,SPAZIO_STRATEGICO,0
evt_signing,PARTECIPA_COME_SOGGETTO,evt_homeward_voyage,0
evt_narrator_questions,AVVIENE_IN,loc_cape_horn,0
evt_disobedience,AVVIENE_IN,loc_darkness,0
evt_leap,AVVIENE_IN,loc_whale_ship,0
loc_harbor,COME,AL_CHIUSO,0
evt_ahab_soliloquy,AVVIENE_DOPO,evt_queequeg_whittling,0
char_landlord,PARTECIPA_COME_DONATORE,evt_narrator_questions,1
evt_light_extinguished,COME,ESPOSIZIONE,0
obj_gold_coin,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_gold_offering,1
evt_jonah_prayer,AVVIENE_DOPO,evt_queequeg_whittling,0
char_landlord,PARTECIPA_COME_SOGGETTO,evt_casting_lots,0
char_monster,PARTECIPA_COME_OPPONENTE_RIVALE,evt_swearing_in,0
char_harpooneers,PARTECIPA_COME_AMANTE_AMATO,evt_whale_hunting,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_leaving_ship,0
evt_landlord_explains,COME,SACRIFICIO,0
evt_creation,AVVIENE_DOPO,evt_hauling,0
char_peleg,PARTECIPA_COME_SOGGETTO,evt_captain_confronts_queequeg,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_ahab_shout,1
char_whalers,PARTECIPA_COME_SOGGETTO,evt_mrs_hussey_appears,0
evt_mates_dinner,PARTECIPA_COME_SOGGETTO,char_stubb,1
char_hearers,COME,FALSO_EROE,0
evt_creation,AVVIENE_DOPO,evt_landlord_planing_bench,0
evt_octavo_introduction,AVVIENE_DOPO,evt_sulphur_bottom_description,1
char_narrator,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_peleg_kick,0
