head,relation,tail,label
char_driver,PARTECIPA_COME_SOGGETTO,evt_visitor_arrival,0
char_enfield,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_murder_danvers,0
loc_london_street,COME,SPAZIO_STRATEGICO,0
char_aged_gentleman,PARTECIPA_COME_SOGGETTO,evt_hyde_house_search,0
evt_visit_jekyll_house,AVVIENE_IN,loc_cabinet,0
loc_soho_room,COME,CAMPO_DI_BATTAGLIA,0
loc_lamplit_streets,COME,ALL_APERTO,1
char_carew,COME,DESTINATARIO_BENEFICIARIO,0
evt_departure,AVVIENE_IN,loc_cabinet,0
evt_hyde_enters_house,AVVIENE_IN,loc_jekyll_house,1
evt_greeting,AVVIENE_DOPO,evt_voice_from_cabinet,0
evt_envelope_burned,AVVIENE_IN,loc_jekyll_house,1
evt_conversation_lanyon,AVVIENE_IN,loc_web,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_awakening,0
obj_drug,PARTECIPA_COME_SOGGETTO,evt_utterson_dinner_jan8,0
evt_return_to_jekyll,AVVIENE_IN,loc_streets,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_discovery,0
evt_conversation_lanyon,COME,SCONFITTA,0
evt_departure,AVVIENE_DOPO,evt_window_shut,1
evt_bank_visit,AVVIENE_DOPO,evt_jekyll_dinner,0
evt_reverse_transformation,COME,PREDICAMENTO,0
org_pgaf,PARTECIPA_COME_SOGGETTO,evt_poole_questions_voice,0
evt_dinner,COME,TRADIMENTO_ROTTURA,0
evt_jekyll_letter_received,COME,RIVELAZIONE_SCOPERTA,1
char_poole,PARTECIPA_COME_SOGGETTO,evt_building_search,1
char_lanyon,PARTECIPA_COME_OPPONENTE_RIVALE,evt_lanyon_meeting,1
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_medicine_orders,1
evt_lanyon_funeral,AVVIENE_DOPO,evt_waiting_in_theatre,0
evt_invitation,AVVIENE_DOPO,evt_walk,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_utterson_explanation,0
evt_conversation_street,AVVIENE_DOPO,evt_conversation_street,0
char_maid,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_lanyon_meeting,0
char_maid,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_hyde_dictates,0
evt_bank_visit,AVVIENE_DOPO,evt_night_in_chambers,1
evt_bank_visit,AVVIENE_IN,loc_entry_court,0
evt_conversation_street,AVVIENE_DOPO,evt_will_creation,0
evt_jekyll_confined,COME,SPOSTAMENTO_VIAGGIO,0
evt_transformation_back,AVVIENE_IN,loc_bystreet,0
char_enfield,PARTECIPA_COME_SOGGETTO,evt_jekyll_dinner,0
evt_utterson_reads_letter,AVVIENE_DOPO,evt_two_months_virtue,0
evt_murder,AVVIENE_DOPO,evt_relapse,1
evt_reading_will,AVVIENE_IN,loc_entry_court,0
char_woman,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_utterson_reflection,0
evt_sleep,AVVIENE_DOPO,evt_double_dose,0
loc_theatre,COME,LA_SOGLIA,0
evt_utterson_summoned,AVVIENE_DOPO,evt_preparation_for_attack,0
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_poole_sees_figure,0
evt_butler_conversation,PARTECIPA_COME_SOGGETTO,char_utterson,1
evt_letter_writing,AVVIENE_DOPO,evt_jekyll_dinner,0
evt_drug_failure,AVVIENE_DOPO,evt_sunday_walk,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_night_journey,1
evt_drug_creation,COME,LOTTA_SCONTRO,0
evt_hyde_disappears,AVVIENE_IN,loc_fireside,0
evt_transformation_back,AVVIENE_DOPO,evt_night_in_chambers,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_cabinet_refuge,0
evt_sunday_walk,COME,SPOSTAMENTO_VIAGGIO,1
evt_confrontation,AVVIENE_DOPO,evt_door_breaking,0
char_inspector,PARTECIPA_COME_SOGGETTO,evt_repeated_transformations,0
evt_utterson_demands_entry,AVVIENE_IN,loc_back_passage,0
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_utterson_identifies_body,0
evt_utterson_jekyll_conversation,AVVIENE_DOPO,evt_mixture_preparation,0
evt_choice,AVVIENE_DOPO,evt_dinner,0
evt_conversation_street,AVVIENE_IN,loc_bystreet,1
loc_soho_room,COME,RIFUGIO,1
evt_door_opening,AVVIENE_IN,loc_bank,0
evt_transformation_back,COME,ALLEANZA_PATTO,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_jekyll_request,0
evt_voice_pleads_mercy,AVVIENE_DOPO,evt_utterson_informed,0
char_utterson,PARTECIPA_COME_DESTINANTE,evt_poole_reveals_suspicion,0
evt_lanyon_meeting,AVVIENE_DOPO,evt_woman_encounter,1
evt_transformation_court,AVVIENE_IN,loc_study,0
evt_utterson_visits_jekyll,AVVIENE_IN,loc_cavendish_square,0
evt_cruelty_to_child,AVVIENE_DOPO,evt_poole_sees_figure,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_jekyll_seclusion_deepens,1
evt_utterson_reflection,PARTECIPA_COME_SOGGETTO,char_utterson,1
char_woman,PARTECIPA_COME_DESTINATARIO,evt_woman_encounter,0
evt_collision,COME,RIVELAZIONE_SCOPERTA,0
evt_bank_visit,AVVIENE_DOPO,evt_murder_danvers,0
loc_jekyll_bedside,COME,AL_CHIUSO,0
evt_utterson_summoned,AVVIENE_IN,loc_jekyll_house,1
evt_cruelty,AVVIENE_IN,loc_house,1
evt_jekyll_request,AVVIENE_IN,loc_private_room,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_poole_questions_voice,1
evt_hyde_disappears,AVVIENE_DOPO,evt_utterson_jekyll_conversation,0
char_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_encounter_hyde,1
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_door_opening,0
evt_transformation_back,AVVIENE_IN,loc_window,0
char_child,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_drug_failure,0
evt_visit_jekyll_house,AVVIENE_DOPO,evt_adventure,0
evt_conversation_lanyon,AVVIENE_IN,loc_fireside,0
evt_poole_identifies_hyde,AVVIENE_IN,loc_court,0
evt_redemption,COME,PREPARAZIONE,0
evt_police_called,PARTECIPA_COME_SOGGETTO,char_poole,0
evt_waiting_in_theatre,AVVIENE_IN,loc_surgical_theatre,1
evt_visitor_arrival,AVVIENE_IN,loc_cabinet,0
char_servants,PARTECIPA_COME_DONATORE,evt_servants_gathered,0
evt_plan_lanyon,AVVIENE_DOPO,evt_sleepless_night,0
loc_square,COME,ALL_APERTO,1
char_enfield,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_terror,1
evt_jekyll_confined,AVVIENE_IN,loc_surgical_theatre,0
loc_fireside,COME,RIFUGIO,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_envelope_discovery,1
evt_bank_account,AVVIENE_DOPO,evt_payment,1
loc_chambers,COME,ALL_APERTO,0
char_utterson,PROVIENE_DA,loc_chambers,0
evt_pleasures_seeking,AVVIENE_IN,loc_lane,0
evt_building_search,AVVIENE_DOPO,evt_jekyll_letter_received,0
evt_utterson_jekyll_conversation,PARTECIPA_COME_SOGGETTO,char_utterson,1
evt_utterson_jekyll_conversation,COME,RIVELAZIONE_SCOPERTA,1
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_bank_account,0
evt_midnight_knock,AVVIENE_DOPO,evt_poole_identifies_hyde,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_letter_handed,1
char_old_woman,PARTECIPA_COME_SOGGETTO,evt_relapse,0
char_woman,PARTECIPA_COME_SOGGETTO,evt_utterson_visits_lanyon,0
char_lanyon,PARTECIPA_COME_DESTINATARIO,evt_revelation,1
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_lanyon_shock,1
obj_drug,PARTECIPA_COME_DONATORE,evt_lanyon_meeting,0
evt_enter_court,AVVIENE_IN,loc_business_room,0
evt_reading_will,AVVIENE_IN,loc_business_room,1
evt_adventure,COME,PREDICAMENTO,0
loc_web,COME,ALL_APERTO,0
evt_butler_conversation,COME,LOTTA_SCONTRO,0
loc_streets,COME,RIFUGIO,0
char_enfield,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_arrival_at_house,0
char_enfield,PARTECIPA_COME_OPPONENTE_RIVALE,evt_confrontation,0
evt_decision_to_break_door,AVVIENE_DOPO,evt_jekyll_replies,0
loc_cavendish_square,COME,SPAZIO_STRATEGICO,1
evt_transformation_discovery,AVVIENE_DOPO,evt_jekyll_replies,0
char_doctor,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_utterson_reads_letter,0
org_pgaf,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_lanyon_funeral,0
evt_butler_conversation,AVVIENE_DOPO,,1
char_lanyon,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_letter_reading,0
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_scientific_studies,0
loc_hotel,COME,AL_CHIUSO,1
evt_utterson_summoned,COME,PREDICAMENTO,1
evt_haunting_door,AVVIENE_DOPO,evt_conversation_lanyon,0
loc_door,COME,RIFUGIO,0
evt_jekyll_dinner,COME,ESPOSIZIONE,1
obj_drawer,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_murder,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_transformation_court,1
evt_utterson_reflection,AVVIENE_DOPO,evt_stick_recognition,0
char_utterson,PARTECIPA_COME_DESTINATARIO,evt_utterson_demands_entry,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_lanyon_funeral,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_transformation,0
evt_signature,AVVIENE_DOPO,evt_remorse,0
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_reverse_transformation,1
evt_envelope_burned,COME,RIVELAZIONE_SCOPERTA,1
loc_court,COME,LA_STRADA,0
char_enfield,PARTECIPA_COME_SOGGETTO,evt_conversation_street,1
evt_jekyll_letter_received,COME,PREDICAMENTO,0
obj_powders,PARTECIPA_COME_SOGGETTO,evt_building_search,0
evt_reverse_transformation,AVVIENE_DOPO,evt_utterson_visits_lanyon,0
evt_birth,AVVIENE_DOPO,evt_police_called,0
char_jekyll,PARTECIPA_COME_AMICO,evt_utterson_demands_entry,0
char_utterson,PARTECIPA_COME_DONATORE,evt_jekyll_refusal,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_visit_lanyon,1
char_bradshaw,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_servants_gathered,0
evt_jekyll_seclusion_deepens,AVVIENE_DOPO,evt_utterson_opens_envelope,1
char_bradshaw,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_visitor_arrival,0
evt_utterson_explanation,COME,SPOSTAMENTO_VIAGGIO,0
evt_return_home,AVVIENE_IN,loc_jekyll_house,1
evt_police_called,AVVIENE_DOPO,evt_dinner,0
evt_reflection,AVVIENE_DOPO,evt_hotel_arrival,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_visit_lanyon,0
evt_murder,AVVIENE_IN,loc_bank,0
evt_poole_questions_voice,COME,PREPARAZIONE,0
evt_sunday_walk,AVVIENE_IN,loc_theatre,0
char_girl,COME,AIUTANTE_MAGICO,0
org_pg,COME,AIUTANTE_MAGICO,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_building_search,0
org_pgaf,PARTECIPA_COME_DESTINATARIO,evt_letter_reading,0
char_enfield,COME,DESTINANTE_MANDANTE,0
evt_sleepless_night,AVVIENE_DOPO,evt_will_creation,0
evt_utterson_visits_jekyll,AVVIENE_IN,loc_jekyll_laboratory,1
char_jekyll,COME,OGGETTO_DI_VALORE,1
evt_haunting_door,COME,TRADIMENTO_ROTTURA,0
evt_gaze,AVVIENE_IN,loc_jekyll_cabinet,0
evt_first_transformation,AVVIENE_DOPO,evt_walk,0
evt_cabinet_examination,COME,RIVELAZIONE_SCOPERTA,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_utterson_reflection,1
evt_murder,COME,RIVELAZIONE_SCOPERTA,0
evt_story_telling,AVVIENE_DOPO,evt_hyde_house_search,0
evt_transformation,COME,PREPARAZIONE,0
evt_final_transformation,COME,CAMBIAMENTO_DI_STATO,1
loc_saltlake,COME,RIFUGIO,0
evt_waiting_in_theatre,AVVIENE_IN,loc_jekyll_room,0
evt_signature,AVVIENE_DOPO,evt_letter_handed,0
char_poole,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_jekyll_replies,0
evt_house_preparation,COME,PREDICAMENTO,0
evt_jekyll_confined,AVVIENE_IN,loc_lane,0
loc_jekyll_laboratory,COME,LA_STRADA,0
char_utterson,PARTECIPA_COME_DESTINATARIO,evt_decision_to_break_door,0
evt_confrontation,AVVIENE_IN,loc_london,0
evt_collision,AVVIENE_IN,loc_london_street,1
evt_letter_handed,AVVIENE_IN,loc_jekyll_cabinet,0
evt_decision_to_break_door,AVVIENE_DOPO,evt_poole_identifies_hyde,1
evt_footsteps_heard,AVVIENE_IN,loc_theatre,0
char_servants,PARTECIPA_COME_SOGGETTO,evt_lanyon_shock,0
char_lanyon,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_body_discovery,0
evt_revelation,AVVIENE_DOPO,evt_door_opening,0
person_hart,PARTECIPA_COME_SOGGETTO,evt_hyde_enters_house,0
obj_drawer,PARTECIPA_COME_SOGGETTO,evt_cabinet_examination,0
char_utterson,PARTECIPA_COME_DESTINATARIO,evt_utterson_visits_lanyon,0
evt_news_murder,COME,CAMBIAMENTO_DI_STATO,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_arrival_at_house,1
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_transformation_back,1
evt_utterson_writes_jekyll,AVVIENE_DOPO,evt_pleasures_seeking,0
evt_utterson_jekyll_conversation,PARTECIPA_COME_SOGGETTO,evt_jekyll_replies,0
loc_cabinet,COME,SPAZIO_STRATEGICO,1
evt_haunting_door,COME,ALLEANZA_PATTO,0
evt_arrival_at_house,AVVIENE_IN,loc_london_street,0
evt_adventure,COME,LOTTA_SCONTRO,0
evt_cheque_payment,AVVIENE_IN,loc_jekyll_house,0
loc_door,COME,AL_CHIUSO,1
char_old_woman,PARTECIPA_COME_SOGGETTO,evt_temptation_again,0
char_utterson,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_poole_questions_voice,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_drawer_retrieval,0
loc_business_room,COME,AL_CHIUSO,1
obj_powders,PARTECIPA_COME_DESTINATARIO,evt_final_statement,0
loc_jekyll_house,COME,AL_CHIUSO,1
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_departure,0
char_lanyon,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_lanyon_meeting,0
evt_invitation,AVVIENE_IN,loc_jekyll_hall,0
evt_mixture_preparation,AVVIENE_IN,loc_corridor,0
evt_birth,COME,LOTTA_SCONTRO,0
evt_final_transformation,AVVIENE_DOPO,evt_lanyon_meeting,0
char_bradshaw,PARTECIPA_COME_SOGGETTO,evt_lanyon_death,0
char_guest,PARTECIPA_COME_SOGGETTO,evt_bank_account,0
org_pg,COME,SOGGETTO_EROE,1
char_maid,PARTECIPA_COME_SOGGETTO,evt_utterson_opens_envelope,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_reading_will,1
evt_creation_pgaf,AVVIENE_DOPO,evt_discovery,0
char_hyde,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_letter_writing,0
loc_theatre,COME,IL_CASTELLO,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_mirror_moment,0
evt_utterson_writes_jekyll,PARTECIPA_COME_SOGGETTO,char_utterson,0
evt_invitation,AVVIENE_DOPO,evt_utterson_dinner_jan8,0
evt_window_shut,COME,PREPARAZIONE,0
evt_cabinet_refuge,AVVIENE_IN,loc_jekyll_house,0
evt_police_called,AVVIENE_DOPO,evt_sleepless_night,0
char_lanyon,COME,DESTINANTE_MANDANTE,0
evt_mirror_moment,AVVIENE_IN,loc_hotel,0
evt_maid_faints,AVVIENE_DOPO,evt_visitor_arrival,0
obj_book,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_confrontation,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_hyde_enters_house,0
obj_phial,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_examination,1
evt_sleepless_night,COME,TRADIMENTO_ROTTURA,0
char_child,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_lanyon_funeral,0
loc_utterson_hearth,COME,AL_CHIUSO,0
evt_cab_ride,AVVIENE_IN,loc_window,0
evt_jekyll_promise,AVVIENE_DOPO,evt_jekyll_seclusion_deepens,0
org_pg,PARTECIPA_COME_SOGGETTO,evt_transformation_discovery,0
loc_dining_room,COME,LA_SOGLIA,0
evt_jekyll_confined,AVVIENE_DOPO,evt_utterson_dinner_jan8,1
evt_night_journey,AVVIENE_DOPO,evt_utterson_visits_lanyon,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_utterson_visits_lanyon,0
evt_destruction_papers,AVVIENE_IN,loc_soho_room,1
evt_jekyll_promise,COME,RIVELAZIONE_SCOPERTA,0
evt_jekyll_dinner,AVVIENE_IN,loc_open_court,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_footsteps_heard,0
loc_jekyll_house,COME,CAMPO_DI_BATTAGLIA,0
evt_voice_from_cabinet,AVVIENE_IN,loc_cabinet,1
char_utterson,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_reflection,0
evt_house_preparation,AVVIENE_DOPO,evt_reverse_transformation,1
evt_murder,AVVIENE_IN,loc_private_room,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_pleasures_seeking,0
char_housemaid,COME,DESTINATARIO_BENEFICIARIO,0
char_enfield,PARTECIPA_COME_DESTINANTE,evt_gaze,0
char_utterson,PARTECIPA_COME_DONATORE,char_lanyon,0
evt_lanyon_meeting,AVVIENE_DOPO,evt_conversation_street,0
loc_consulting_room,COME,RIFUGIO,0
evt_pleasures_seeking,AVVIENE_DOPO,evt_relapse,0
evt_examination,AVVIENE_IN,loc_kitchen,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_hyde_enters_house,1
loc_maid_house,COME,AL_CHIUSO,0
loc_back_passage,COME,SPAZIO_STRATEGICO,0
char_driver,PARTECIPA_COME_SOGGETTO,evt_gaze,0
char_hyde,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_woman_encounter,0
evt_return_home,AVVIENE_DOPO,evt_lanyon_meeting,1
obj_confession,PARTECIPA_COME_SOGGETTO,evt_mixture_preparation,0
char_enfield,COME,AIUTANTE_MAGICO,1
evt_hyde_dictates,AVVIENE_IN,loc_cabinet,0
evt_window_shut,AVVIENE_DOPO,evt_arrival_at_house,0
char_kinsman,PARTECIPA_COME_OPPONENTE_RIVALE,evt_waiting,0
loc_soho,COME,ALL_APERTO,0
char_servants,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_murder,0
evt_confrontation,AVVIENE_IN,loc_house,1
evt_mixture_preparation,COME,PREPARAZIONE,1
evt_door_breaking,COME,PREPARAZIONE,0
evt_night_journey,AVVIENE_IN,loc_by_street,0
evt_awakening,COME,CAMBIAMENTO_DI_STATO,1
evt_first_transformation,AVVIENE_IN,loc_hyde_house,0
loc_jekyll_bedside,COME,ALL_APERTO,0
evt_birth,AVVIENE_DOPO,evt_birth,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_window_shut,0
char_edward_hyde,COME,DESTINATARIO_BENEFICIARIO,0
evt_cruelty,COME,CAMBIAMENTO_DI_STATO,0
loc_hall,COME,SPAZIO_AFFETTIVO,0
evt_haunting_door,AVVIENE_IN,loc_lanyon_house,0
char_maid,PARTECIPA_COME_DONATORE,evt_double_dose,0
loc_lane,COME,IL_CASTELLO,0
evt_enter_court,AVVIENE_IN,loc_court,1
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_drawer_retrieval,0
evt_greeting,AVVIENE_IN,loc_by_street_door,0
loc_soho_room,COME,SPAZIO_STRATEGICO,0
evt_butler_conversation,PARTECIPA_COME_SOGGETTO,evt_origination,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_lanyon_funeral,1
obj_drawer,PARTECIPA_COME_DESTINATARIO,evt_letter_writing,0
evt_murder_danvers,AVVIENE_DOPO,evt_hyde_house_search,0
evt_envelope_discovery,AVVIENE_DOPO,evt_cabinet_refuge,0
loc_private_cabinet,COME,AL_CHIUSO,0
evt_utterson_summoned,COME,RIVELAZIONE_SCOPERTA,0
evt_butler_conversation,PARTECIPA_COME_SPETTATORE_NEUTRALE,char_utterson,0
evt_will_creation,AVVIENE_DOPO,evt_house_preparation,1
evt_sleepless_night,COME,PREDICAMENTO,0
loc_cabinet,COME,AL_CHIUSO,1
evt_body_discovery,COME,ESPOSIZIONE,0
char_cook,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_murder,0
evt_cheque_payment,AVVIENE_IN,loc_jekyll_house,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_reflection,0
evt_butler_conversation,AVVIENE_IN,loc_jekyll_house,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_decision_to_break_door,1
evt_preparation_for_attack,AVVIENE_IN,loc_yard,1
evt_visitor_arrival,AVVIENE_DOPO,evt_night_in_chambers,0
obj_phial,PARTECIPA_COME_SOGGETTO,evt_drug_failure,0
evt_poole_reveals_suspicion,COME,PREPARAZIONE,0
loc_fairbanks,COME,SPAZIO_AFFETTIVO,0
evt_signature,AVVIENE_IN,loc_jekyll_house,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_letter_reading,1
evt_body_discovery,COME,ALLEANZA_PATTO,0
evt_reverse_transformation,AVVIENE_DOPO,evt_cruelty,0
person_newby,PARTECIPA_COME_DESTINANTE,org_pgaf,0
evt_plan_lanyon,AVVIENE_DOPO,evt_jekyll_refusal,0
evt_preparation_for_attack,COME,PREPARAZIONE,1
char_old_woman,PARTECIPA_COME_SOGGETTO,evt_waiting_in_theatre,0
evt_temptation_again,COME,RIVELAZIONE_SCOPERTA,0
evt_sleep,AVVIENE_DOPO,evt_sunday_walk,0
char_danvers,PARTECIPA_COME_DESTINATARIO,evt_revelation,0
evt_final_statement,AVVIENE_DOPO,evt_poole_identifies_hyde,0
char_poole,PARTECIPA_COME_DESTINANTE,evt_jekyll_request,0
evt_house_preparation,AVVIENE_DOPO,evt_utterson_opens_envelope,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_transformation_back,0
char_cook,PARTECIPA_COME_SOGGETTO,evt_envelope_discovery,0
evt_lanyon_funeral,AVVIENE_DOPO,evt_lanyon_death,1
evt_footsteps_heard,COME,LOTTA_SCONTRO,0
evt_body_discovery,AVVIENE_IN,loc_cabinet,1
evt_preparation_for_attack,AVVIENE_IN,loc_back_garden,0
evt_letter_writing,AVVIENE_DOPO,evt_examination,0
person_hart,PARTECIPA_COME_SOGGETTO,evt_jekyll_seclusion,0
char_jekyll,PARTECIPA_COME_AMICO,char_lanyon,1
evt_woman_encounter,AVVIENE_DOPO,evt_cab_ride,1
evt_return_to_jekyll,AVVIENE_DOPO,evt_drawer_retrieval,0
loc_by_street_door,COME,AL_CHIUSO,0
char_utterson,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_utterson_reads_letter,0
evt_mixture_preparation,AVVIENE_DOPO,evt_preparation_for_attack,0
evt_voice_pleads_mercy,AVVIENE_DOPO,evt_decision_to_break_door,0
char_hyde,PARTECIPA_COME_AMICO,evt_utterson_jekyll_conversation,0
evt_murder_danvers,AVVIENE_DOPO,evt_repeated_transformations,0
evt_hyde_dictates,PARTECIPA_COME_SOGGETTO,char_utterson,0
loc_london_street,COME,IL_CASTELLO,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_repeated_transformations,1
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_cabinet_refuge,0
evt_confrontation,AVVIENE_DOPO,evt_window_shut,0
evt_awakening,AVVIENE_DOPO,evt_origination,0
evt_stick_recognition,AVVIENE_DOPO,evt_utterson_identifies_body,1
evt_mixture_preparation,COME,SACRIFICIO,0
